# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-09-03 16:49:45 EDT       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 09506000 VERDE RIVER NEAR CAMP VERDE, AZ
# -----------------------------------------------------------------------------------
#
# Data provided for site 09506000
#            TS   parameter     Description
#          6767       00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	tz_cd	6767_00060	6767_00060_cd
USGS	09506000	2020-01-03 06:00	MST	282	A
USGS	09506000	2020-01-03 06:15	MST	282	A
USGS	09506000	2020-01-03 06:30	MST	282	A
USGS	09506000	2020-01-03 06:45	MST	282	A
USGS	09506000	2020-01-03 07:00	MST	282	A
USGS	09506000	2020-01-03 07:15	MST	282	A
USGS	09506000	2020-01-03 07:30	MST	282	A
USGS	09506000	2020-01-03 07:45	MST	282	A
USGS	09506000	2020-01-03 08:00	MST	282	A
USGS	09506000	2020-01-03 08:15	MST	282	A
USGS	09506000	2020-01-03 08:30	MST	282	A
USGS	09506000	2020-01-03 08:45	MST	282	A
USGS	09506000	2020-01-03 09:00	MST	282	A
USGS	09506000	2020-01-03 09:15	MST	280	A
USGS	09506000	2020-01-03 09:30	MST	280	A
USGS	09506000	2020-01-03 09:45	MST	280	A
USGS	09506000	2020-01-03 10:00	MST	280	A
USGS	09506000	2020-01-03 10:15	MST	280	A
USGS	09506000	2020-01-03 10:30	MST	280	A
USGS	09506000	2020-01-03 10:45	MST	280	A
USGS	09506000	2020-01-03 11:00	MST	280	A
USGS	09506000	2020-01-03 11:15	MST	280	A
USGS	09506000	2020-01-03 11:30	MST	280	A
USGS	09506000	2020-01-03 11:45	MST	280	A
USGS	09506000	2020-01-03 12:00	MST	280	A
USGS	09506000	2020-01-03 12:15	MST	280	A
USGS	09506000	2020-01-03 12:30	MST	280	A
USGS	09506000	2020-01-03 12:45	MST	280	A
USGS	09506000	2020-01-03 13:00	MST	280	A
USGS	09506000	2020-01-03 13:15	MST	280	A
USGS	09506000	2020-01-03 13:30	MST	280	A
USGS	09506000	2020-01-03 13:45	MST	277	A
USGS	09506000	2020-01-03 14:00	MST	277	A
USGS	09506000	2020-01-03 14:15	MST	277	A
USGS	09506000	2020-01-03 14:30	MST	277	A
USGS	09506000	2020-01-03 14:45	MST	277	A
USGS	09506000	2020-01-03 15:00	MST	277	A
USGS	09506000	2020-01-03 15:15	MST	277	A
USGS	09506000	2020-01-03 15:30	MST	277	A
USGS	09506000	2020-01-03 15:45	MST	277	A
USGS	09506000	2020-01-03 16:00	MST	277	A
USGS	09506000	2020-01-03 16:15	MST	277	A
USGS	09506000	2020-01-03 16:30	MST	277	A
USGS	09506000	2020-01-03 16:45	MST	277	A
USGS	09506000	2020-01-03 17:00	MST	277	A
USGS	09506000	2020-01-03 17:15	MST	277	A
USGS	09506000	2020-01-03 17:30	MST	277	A
USGS	09506000	2020-01-03 17:45	MST	275	A
USGS	09506000	2020-01-03 18:00	MST	275	A
USGS	09506000	2020-01-03 18:15	MST	275	A
USGS	09506000	2020-01-03 18:30	MST	275	A
USGS	09506000	2020-01-03 18:45	MST	275	A
USGS	09506000	2020-01-03 19:00	MST	275	A
USGS	09506000	2020-01-03 19:15	MST	275	A
USGS	09506000	2020-01-03 19:30	MST	275	A
USGS	09506000	2020-01-03 19:45	MST	273	A
USGS	09506000	2020-01-03 20:00	MST	273	A
USGS	09506000	2020-01-03 20:15	MST	273	A
USGS	09506000	2020-01-03 20:30	MST	273	A
USGS	09506000	2020-01-03 20:45	MST	273	A
USGS	09506000	2020-01-03 21:00	MST	273	A
USGS	09506000	2020-01-03 21:15	MST	273	A
USGS	09506000	2020-01-03 21:30	MST	273	A
USGS	09506000	2020-01-03 21:45	MST	273	A
USGS	09506000	2020-01-03 22:00	MST	273	A
USGS	09506000	2020-01-03 22:15	MST	273	A
USGS	09506000	2020-01-03 22:30	MST	273	A
USGS	09506000	2020-01-03 22:45	MST	273	A
USGS	09506000	2020-01-03 23:00	MST	273	A
USGS	09506000	2020-01-03 23:15	MST	273	A
USGS	09506000	2020-01-03 23:30	MST	273	A
USGS	09506000	2020-01-03 23:45	MST	270	A
USGS	09506000	2020-01-04 00:00	MST	270	A
USGS	09506000	2020-01-04 00:15	MST	270	A
USGS	09506000	2020-01-04 00:30	MST	270	A
USGS	09506000	2020-01-04 00:45	MST	270	A
USGS	09506000	2020-01-04 01:00	MST	270	A
USGS	09506000	2020-01-04 01:15	MST	270	A
USGS	09506000	2020-01-04 01:30	MST	270	A
USGS	09506000	2020-01-04 01:45	MST	268	A
USGS	09506000	2020-01-04 02:00	MST	268	A
USGS	09506000	2020-01-04 02:15	MST	268	A
USGS	09506000	2020-01-04 02:30	MST	268	A
USGS	09506000	2020-01-04 02:45	MST	268	A
USGS	09506000	2020-01-04 03:00	MST	268	A
USGS	09506000	2020-01-04 03:15	MST	268	A
USGS	09506000	2020-01-04 03:30	MST	268	A
USGS	09506000	2020-01-04 03:45	MST	268	A
USGS	09506000	2020-01-04 04:00	MST	268	A
USGS	09506000	2020-01-04 04:15	MST	268	A
USGS	09506000	2020-01-04 04:30	MST	268	A
USGS	09506000	2020-01-04 04:45	MST	268	A
USGS	09506000	2020-01-04 05:00	MST	268	A
USGS	09506000	2020-01-04 05:15	MST	268	A
USGS	09506000	2020-01-04 05:30	MST	268	A
USGS	09506000	2020-01-04 05:45	MST	266	A
USGS	09506000	2020-01-04 06:00	MST	266	A
USGS	09506000	2020-01-04 06:15	MST	266	A
USGS	09506000	2020-01-04 06:30	MST	266	A
USGS	09506000	2020-01-04 06:45	MST	266	A
USGS	09506000	2020-01-04 07:00	MST	266	A
USGS	09506000	2020-01-04 07:15	MST	266	A
USGS	09506000	2020-01-04 07:30	MST	266	A
USGS	09506000	2020-01-04 07:45	MST	266	A
USGS	09506000	2020-01-04 08:00	MST	266	A
USGS	09506000	2020-01-04 08:15	MST	266	A
USGS	09506000	2020-01-04 08:30	MST	266	A
USGS	09506000	2020-01-04 08:45	MST	264	A
USGS	09506000	2020-01-04 09:00	MST	264	A
USGS	09506000	2020-01-04 09:15	MST	264	A
USGS	09506000	2020-01-04 09:30	MST	264	A
USGS	09506000	2020-01-04 09:45	MST	264	A
USGS	09506000	2020-01-04 10:00	MST	264	A
USGS	09506000	2020-01-04 10:15	MST	264	A
USGS	09506000	2020-01-04 10:30	MST	264	A
USGS	09506000	2020-01-04 10:45	MST	264	A
USGS	09506000	2020-01-04 11:00	MST	264	A
USGS	09506000	2020-01-04 11:15	MST	264	A
USGS	09506000	2020-01-04 11:30	MST	264	A
USGS	09506000	2020-01-04 11:45	MST	264	A
USGS	09506000	2020-01-04 12:00	MST	264	A
USGS	09506000	2020-01-04 12:15	MST	264	A
USGS	09506000	2020-01-04 12:30	MST	264	A
USGS	09506000	2020-01-04 12:45	MST	264	A
USGS	09506000	2020-01-04 13:00	MST	264	A
USGS	09506000	2020-01-04 13:15	MST	264	A
USGS	09506000	2020-01-04 13:30	MST	264	A
USGS	09506000	2020-01-04 13:45	MST	264	A
USGS	09506000	2020-01-04 14:00	MST	264	A
USGS	09506000	2020-01-04 14:15	MST	264	A
USGS	09506000	2020-01-04 14:30	MST	264	A
USGS	09506000	2020-01-04 14:45	MST	264	A
USGS	09506000	2020-01-04 15:00	MST	264	A
USGS	09506000	2020-01-04 15:15	MST	264	A
USGS	09506000	2020-01-04 15:30	MST	264	A
USGS	09506000	2020-01-04 15:45	MST	264	A
USGS	09506000	2020-01-04 16:00	MST	264	A
USGS	09506000	2020-01-04 16:15	MST	261	A
USGS	09506000	2020-01-04 16:30	MST	261	A
USGS	09506000	2020-01-04 16:45	MST	261	A
USGS	09506000	2020-01-04 17:00	MST	261	A
USGS	09506000	2020-01-04 17:15	MST	261	A
USGS	09506000	2020-01-04 17:30	MST	261	A
USGS	09506000	2020-01-04 17:45	MST	261	A
USGS	09506000	2020-01-04 18:00	MST	261	A
USGS	09506000	2020-01-04 18:15	MST	261	A
USGS	09506000	2020-01-04 18:30	MST	261	A
USGS	09506000	2020-01-04 18:45	MST	261	A
USGS	09506000	2020-01-04 19:00	MST	261	A
USGS	09506000	2020-01-04 19:15	MST	261	A
USGS	09506000	2020-01-04 19:30	MST	259	A
USGS	09506000	2020-01-04 19:45	MST	259	A
USGS	09506000	2020-01-04 20:00	MST	259	A
USGS	09506000	2020-01-04 20:15	MST	259	A
USGS	09506000	2020-01-04 20:30	MST	259	A
USGS	09506000	2020-01-04 20:45	MST	259	A
USGS	09506000	2020-01-04 21:00	MST	259	A
USGS	09506000	2020-01-04 21:15	MST	259	A
USGS	09506000	2020-01-04 21:30	MST	259	A
USGS	09506000	2020-01-04 21:45	MST	259	A
USGS	09506000	2020-01-04 22:00	MST	259	A
USGS	09506000	2020-01-04 22:15	MST	259	A
USGS	09506000	2020-01-04 22:30	MST	259	A
USGS	09506000	2020-01-04 22:45	MST	259	A
USGS	09506000	2020-01-04 23:00	MST	259	A
USGS	09506000	2020-01-04 23:15	MST	259	A
USGS	09506000	2020-01-04 23:30	MST	259	A
USGS	09506000	2020-01-04 23:45	MST	259	A
USGS	09506000	2020-01-05 00:00	MST	259	A
USGS	09506000	2020-01-05 00:15	MST	257	A
USGS	09506000	2020-01-05 00:30	MST	257	A
USGS	09506000	2020-01-05 00:45	MST	257	A
USGS	09506000	2020-01-05 01:00	MST	257	A
USGS	09506000	2020-01-05 01:15	MST	257	A
USGS	09506000	2020-01-05 01:30	MST	257	A
USGS	09506000	2020-01-05 01:45	MST	257	A
USGS	09506000	2020-01-05 02:00	MST	257	A
USGS	09506000	2020-01-05 02:15	MST	257	A
USGS	09506000	2020-01-05 02:30	MST	257	A
USGS	09506000	2020-01-05 02:45	MST	257	A
USGS	09506000	2020-01-05 03:00	MST	257	A
USGS	09506000	2020-01-05 03:15	MST	257	A
USGS	09506000	2020-01-05 03:30	MST	255	A
USGS	09506000	2020-01-05 03:45	MST	255	A
USGS	09506000	2020-01-05 04:00	MST	255	A
USGS	09506000	2020-01-05 04:15	MST	255	A
USGS	09506000	2020-01-05 04:30	MST	255	A
USGS	09506000	2020-01-05 04:45	MST	255	A
USGS	09506000	2020-01-05 05:00	MST	255	A
USGS	09506000	2020-01-05 05:15	MST	255	A
USGS	09506000	2020-01-05 05:30	MST	255	A
USGS	09506000	2020-01-05 05:45	MST	255	A
USGS	09506000	2020-01-05 06:00	MST	255	A
USGS	09506000	2020-01-05 06:15	MST	255	A
USGS	09506000	2020-01-05 06:30	MST	255	A
USGS	09506000	2020-01-05 06:45	MST	255	A
USGS	09506000	2020-01-05 07:00	MST	255	A
USGS	09506000	2020-01-05 07:15	MST	255	A
USGS	09506000	2020-01-05 07:30	MST	255	A
USGS	09506000	2020-01-05 07:45	MST	255	A
USGS	09506000	2020-01-05 08:00	MST	255	A
USGS	09506000	2020-01-05 08:15	MST	255	A
USGS	09506000	2020-01-05 08:30	MST	255	A
USGS	09506000	2020-01-05 08:45	MST	255	A
USGS	09506000	2020-01-05 09:00	MST	255	A
USGS	09506000	2020-01-05 09:15	MST	255	A
USGS	09506000	2020-01-05 09:30	MST	253	A
USGS	09506000	2020-01-05 09:45	MST	255	A
USGS	09506000	2020-01-05 10:00	MST	255	A
USGS	09506000	2020-01-05 10:15	MST	255	A
USGS	09506000	2020-01-05 10:30	MST	255	A
USGS	09506000	2020-01-05 10:45	MST	255	A
USGS	09506000	2020-01-05 11:00	MST	253	A
USGS	09506000	2020-01-05 11:15	MST	255	A
USGS	09506000	2020-01-05 11:30	MST	255	A
USGS	09506000	2020-01-05 11:45	MST	255	A
USGS	09506000	2020-01-05 12:00	MST	255	A
USGS	09506000	2020-01-05 12:15	MST	253	A
USGS	09506000	2020-01-05 12:30	MST	253	A
USGS	09506000	2020-01-05 12:45	MST	255	A
USGS	09506000	2020-01-05 13:00	MST	255	A
USGS	09506000	2020-01-05 13:15	MST	255	A
USGS	09506000	2020-01-05 13:30	MST	255	A
USGS	09506000	2020-01-05 13:45	MST	255	A
USGS	09506000	2020-01-05 14:00	MST	255	A
USGS	09506000	2020-01-05 14:15	MST	255	A
USGS	09506000	2020-01-05 14:30	MST	255	A
USGS	09506000	2020-01-05 14:45	MST	255	A
USGS	09506000	2020-01-05 15:00	MST	255	A
USGS	09506000	2020-01-05 15:15	MST	255	A
USGS	09506000	2020-01-05 15:30	MST	255	A
USGS	09506000	2020-01-05 15:45	MST	257	A
USGS	09506000	2020-01-05 16:00	MST	257	A
USGS	09506000	2020-01-05 16:15	MST	257	A
USGS	09506000	2020-01-05 16:30	MST	257	A
USGS	09506000	2020-01-05 16:45	MST	257	A
USGS	09506000	2020-01-05 17:00	MST	257	A
USGS	09506000	2020-01-05 17:15	MST	257	A
USGS	09506000	2020-01-05 17:30	MST	257	A
USGS	09506000	2020-01-05 17:45	MST	257	A
USGS	09506000	2020-01-05 18:00	MST	257	A
USGS	09506000	2020-01-05 18:15	MST	257	A
USGS	09506000	2020-01-05 18:30	MST	257	A
USGS	09506000	2020-01-05 18:45	MST	257	A
USGS	09506000	2020-01-05 19:00	MST	257	A
USGS	09506000	2020-01-05 19:15	MST	257	A
USGS	09506000	2020-01-05 19:30	MST	257	A
USGS	09506000	2020-01-05 19:45	MST	257	A
USGS	09506000	2020-01-05 20:00	MST	257	A
USGS	09506000	2020-01-05 20:15	MST	257	A
USGS	09506000	2020-01-05 20:30	MST	257	A
USGS	09506000	2020-01-05 20:45	MST	257	A
USGS	09506000	2020-01-05 21:00	MST	257	A
USGS	09506000	2020-01-05 21:15	MST	255	A
USGS	09506000	2020-01-05 21:30	MST	255	A
USGS	09506000	2020-01-05 21:45	MST	255	A
USGS	09506000	2020-01-05 22:00	MST	255	A
USGS	09506000	2020-01-05 22:15	MST	255	A
USGS	09506000	2020-01-05 22:30	MST	255	A
USGS	09506000	2020-01-05 22:45	MST	255	A
USGS	09506000	2020-01-05 23:00	MST	255	A
USGS	09506000	2020-01-05 23:15	MST	255	A
USGS	09506000	2020-01-05 23:30	MST	255	A
USGS	09506000	2020-01-05 23:45	MST	255	A
USGS	09506000	2020-01-06 00:00	MST	255	A
USGS	09506000	2020-01-06 00:15	MST	255	A
USGS	09506000	2020-01-06 00:30	MST	255	A
USGS	09506000	2020-01-06 00:45	MST	255	A
USGS	09506000	2020-01-06 01:00	MST	255	A
USGS	09506000	2020-01-06 01:15	MST	255	A
USGS	09506000	2020-01-06 01:30	MST	255	A
USGS	09506000	2020-01-06 01:45	MST	255	A
USGS	09506000	2020-01-06 02:00	MST	255	A
USGS	09506000	2020-01-06 02:15	MST	255	A
USGS	09506000	2020-01-06 02:30	MST	255	A
USGS	09506000	2020-01-06 02:45	MST	255	A
USGS	09506000	2020-01-06 03:00	MST	255	A
USGS	09506000	2020-01-06 03:15	MST	255	A
USGS	09506000	2020-01-06 03:30	MST	255	A
USGS	09506000	2020-01-06 03:45	MST	255	A
USGS	09506000	2020-01-06 04:00	MST	255	A
